"No.","Time","Source","Destination","Protocol","Length","Info"
"3055","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3056","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3057","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3058","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3059","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3060","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3061","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3062","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3063","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3064","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3065","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3066","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3067","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3068","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3069","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3070","24.336038","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3071","24.336731","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=8100 Ack=1014018 Win=525056 Len=0"
"3072","24.339034","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3073","24.339034","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3074","24.339034","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3075","24.339034","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3076","24.339034","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3077","24.339034","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3078","24.339034","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3079","24.339034","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3080","24.339367","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=8100 Ack=1025314 Win=525056 Len=0"
"3081","24.341345","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3082","24.341345","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3083","24.341345","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3084","24.341345","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3085","24.341345","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3086","24.341345","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3087","24.341345","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3088","24.341345","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3089","24.341345","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3090","24.341345","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3091","24.341345","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3092","24.341345","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3093","24.341345","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3094","24.341910","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=8100 Ack=1043670 Win=525056 Len=0"
"3095","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3096","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3097","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3098","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3099","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3100","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3101","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data, Application Data"
"3102","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3103","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3104","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3105","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3106","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3107","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3108","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3109","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3110","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3111","24.344704","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3112","24.345568","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=8100 Ack=1067674 Win=1050368 Len=0"
"3113","24.348644","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3114","24.348644","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3115","24.348644","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3116","24.348644","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3117","24.348644","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3118","24.348644","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3119","24.348644","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3120","24.348644","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3121","24.348644","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3122","24.348644","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3123","24.348644","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3124","24.348644","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3125","24.348644","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3126","24.348644","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3127","24.348644","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1087442 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3128","24.348644","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1088854 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3129","24.349257","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=8100 Ack=1090266 Win=1050368 Len=0"
"3130","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1090266 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3131","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1091678 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3132","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [PSH, ACK] Seq=1093090 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3133","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1094502 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3134","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1095914 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3135","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1097326 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3136","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [PSH, ACK] Seq=1098738 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3137","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1100150 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3138","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1101562 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3139","24.353165","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3140","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1104386 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3141","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1105798 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3142","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1107210 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3143","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1108622 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3144","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1110034 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3145","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1111446 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3146","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1112858 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3147","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1114270 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3148","24.353165","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1115682 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3149","24.354041","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=8100 Ack=1117094 Win=1050368 Len=0"
"3150","24.356001","192.168.68.54","13.88.116.57","TCP","54","55924  >  443 [ACK] Seq=2918 Ack=5195 Win=261376 Len=0"
"3151","24.357932","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1117094 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3152","24.357932","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data, Application Data"
"3153","24.357932","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1119918 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3154","24.357932","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [PSH, ACK] Seq=1121330 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3155","24.357932","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1122742 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3156","24.357932","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1124154 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3157","24.357932","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1125566 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3158","24.357932","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1126978 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3159","24.358481","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=8100 Ack=1128390 Win=1050368 Len=0"
"3160","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1128390 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3161","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1129802 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3162","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1131214 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3163","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1132626 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3164","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1134038 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3165","24.368411","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3166","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1136862 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3167","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1138274 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3168","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1139686 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3169","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1141098 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3170","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1142510 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3171","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [PSH, ACK] Seq=1143922 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3172","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1145334 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3173","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1146746 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3174","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1148158 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3175","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1149570 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3176","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1150982 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3177","24.368411","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data, Application Data"
"3178","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1153806 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3179","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1155218 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3180","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1156630 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3181","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1158042 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3182","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1159454 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3183","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1160866 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3184","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1162278 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3185","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [PSH, ACK] Seq=1163690 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3186","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1165102 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3187","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1166514 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3188","24.368411","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3189","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1169338 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3190","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1170750 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3191","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1172162 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3192","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1173574 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3193","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1174986 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3194","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1176398 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3195","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1177810 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3196","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1179222 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3197","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1180634 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3198","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1182046 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3199","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1183458 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3200","24.368411","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data, Application Data"
"3201","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [PSH, ACK] Seq=1186282 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3202","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1187694 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3203","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1189106 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3204","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1190518 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3205","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1191930 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3206","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1193342 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3207","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1194754 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3208","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1196166 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3209","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1197578 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3210","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1198990 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3211","24.368411","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3212","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1201814 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3213","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1203226 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3214","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1204638 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3215","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1206050 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3216","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1207462 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3217","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [PSH, ACK] Seq=1208874 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3218","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1210286 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3219","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1211698 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3220","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1213110 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3221","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1214522 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3222","24.368411","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1215934 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3223","24.368411","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data, Application Data"
"3224","24.371789","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=8100 Ack=1173574 Win=1050368 Len=0"
"3225","24.372883","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=8100 Ack=1218758 Win=1050368 Len=0"
"3226","24.373214","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1218758 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3227","24.373214","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3228","24.373214","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1221582 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3229","24.373214","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1222994 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3230","24.373214","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1224406 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3231","24.373214","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1225818 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3232","24.373214","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1227230 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3233","24.373817","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=8100 Ack=1228642 Win=1050368 Len=0"
"3234","24.373916","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [PSH, ACK] Seq=1228642 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3235","24.373916","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1230054 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3236","24.373916","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1231466 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3237","24.373916","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1232878 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3238","24.373916","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1234290 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3239","24.373916","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data"
"3240","24.373916","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1237114 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3241","24.373916","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1238526 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3242","24.373916","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1239938 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3243","24.373916","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1241350 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3244","24.374415","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=8100 Ack=1242762 Win=1050368 Len=0"
"3245","24.376294","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1242762 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3246","24.376294","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1244174 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3247","24.376294","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1245586 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3248","24.376294","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1246998 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3249","24.376294","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1248410 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3250","24.376294","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1249822 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3251","24.376294","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [PSH, ACK] Seq=1251234 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
"3252","24.376613","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=8100 Ack=1252646 Win=1050368 Len=0"
"3253","24.394807","142.250.184.238","192.168.68.54","TLSv1.3","1466","Application Data, Application Data"
"3254","24.394807","142.250.184.238","192.168.68.54","TCP","1466","443  >  55934 [ACK] Seq=1254058 Ack=8100 Win=105216 Len=1412 [TCP segment of a reassembled PDU]"
